"id","name","service_group_id","service_type_id","service_status_id","inserted_at","updated_at"
574,Women's Haircut,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
575,Teen's Haircut,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
576,Children's Haircut,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
577,Prem,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
578,Straight Perm,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
579,Hair Color,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
580,Hair Highlight,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
581,Skincare,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
582,Hair Blowdry,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
583,Hair Wash,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
584,Upstyle,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
585,Hair Retouches,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
586,Beard,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
587,Beard Trim,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
588,Fades,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
589,Blow-Out,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
590,Hot Towel Shave,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
591,Eyebrows,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
592,Shape Up,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
593,Designs,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
594,Shampoo,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
595,Hair Retouches,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
596,Regular Manicure,54,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
597,French Manicure,54,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
598,Shellac Manicure,54,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
599,Regular Pedicure,54,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
600,French Pedicure,54,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
601,Shellac Pedicure,54,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
602,Acrylic Full Set Nail Polish,54,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
603,Acrylic Fill Nail Polish,54,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
604,Dipping Powder,54,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
605,Nail Polish Change,54,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
606,Vaxing Services,54,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
607,Finger and Toe Nail Tirm,54,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
608,Tuneup and preventive maintence,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
609,Vehicle VIN inspection,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
610,Vehicle VIN inspection,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
611,Tuneup and preventive maintence,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
612,Vehicle Unlock service,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
613,Vehicle Unlock service,3,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
617,Security Alam System Repair,21,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
614,Vehicle Remote/ Key Fobs service,3,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
615,Swirl/ Oxidation removal,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
618,Home Theater System Installation,21,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
619,Home Theater System Repair,21,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
620,Intercom System Installation,21,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
621,Intercom System Repair,21,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
622,Security Camera System Installation,21,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
623,Security Camera System Repair,21,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
624,General Dentistry services,55,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
625,Cosmetic Dentistry services,55,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
626,Restoractive Dentistry services,55,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
627,Preventive Dentistry services,55,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
628,Orthodontics services,55,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
433,Air Ambulance,12,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
630,Embroidery and Printing,24,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
631,Video Games/ E-Sports center,8,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
362,Payroll and Taxation,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
629,Printing and Copying,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
632,Glass and Vape,56,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
634,Jewellery and Onraments,24,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
633,Stiching and Alterations,24,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
635,Event Decorators,8,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
636,Facial/ Threading,47,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
144,Wigs Weaving,47,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
637,Debris & Waste collection,16,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
170,Electrical,16,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
638,Appliance,16,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
156,Home Theater installation,38,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
152,Home Decoration,38,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
51,Health Care/ Nurse,16,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
640,Roofing,38,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
641,Pavers,38,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
642,Carpet and Flooring,38,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
643,Air Conditioning and Heating,38,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
644,Air Conditioning and Heating,16,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
645,Fencing and Gates,38,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
647,Debris & Waste cleaning,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
646,Wood Work,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
649,Plumbing,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
650,Yard Cleaning,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
652,Carports and Patio repair,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
653,Garbage Disposal,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
657,Drywall Repair and Installation,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
658,Wood and Tile Flooring,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
659,"Block Wall and Fencing ",36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
660,Painting,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
661,"Patio, Entry Door Install and Repair",36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
662,Windows Installation and Repair,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
663,"Bathroom, Kitchen Cabinet Installation and Repair",36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
664,Garage Door Adjustment,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
665,Garage Upgrade,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
666,Epoxy Flooring,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
667,Roof Repair,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
668,Kit Assembling and Disassembling,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
669,"TV, Audio & Video system mounting",36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
670,Landscaping and Paving,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
671,Appliance Repair,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
648,Deck Repair and Rebuild,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
651,"Sinks, Faucet, Toilet leak fixing",36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
654,Masonry Work,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
655,Electrical Work,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
672,Brick and Stone Work,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
656,Concrete Repair,36,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
639,Water Softner,38,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
674,Fireplace Remodel,38,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
675,Walk-In Closets Remodel and Addition,38,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
676,Room Remodel and Additions,38,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
677,"Sunrooms ",38,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
673,Bathfoom Remodel,38,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
679,Web Programming,49,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
680,Web Design,49,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
678,Video Games/ E-Sports center,8,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
681,Indoor/ Outdoor Lighting,38,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
682,Indoor/ Outdoor Lighting,36,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
683,Indoor/ Outdoor Lighting,16,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
688,Seed and Sod,16,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
264,Private fitness  lessons,4,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
691,Carnatic music (South Indian) lessions,17,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
689,Buy and Sell,35,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
690,Buy and Sell,35,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
692,Carnatic music (South Indian) lessions,17,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
140,Industrial/ Heavy duty,27,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
461,Personal Injury,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
695,Wash-n-Fold - Health Care,57,walk_in,in_active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
694,Wash-n-Fold  - Commercial,57,walk_in,in_active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
693,Wash-n-Fold  - Residential,57,walk_in,in_active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
686,Wash and Iron,57,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
685,Dry Cleaning,57,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
687,Wash and Fold,57,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
684,Bulky Item Wash,57,home_service,in_active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
696,Duct Cleaning,58,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
697,Trash Chute Cleaning,58,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
698,Grease Exaust Duct System,58,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
699,Gutter and Downsprout Cleaning,58,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
700,"Free Estimates(No Cost) ",58,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
701,Free Consultation(No Cost),58,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
702,"Free Estimates(No Cost) ",60,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
703,Free Consultation(No Cost),60,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
704,Personal Injury,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
705,Immigration and Citizenship,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
706,DUI and DWI,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
707,Tattooing,59,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
708,Piercing,59,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
709,Branding,59,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
710,Permanent Cosmetics,59,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
